titulo,ano_lancamento,generos,rating,num_avaliacoes,imagem,descricao,metadata
Princesa,2002,[],,0,,"Casamento forçado, mutilações e violências sexuais, execução pública por apedrejamento ou confinamento pela família, censura, proibição de dirigir, de viajar ou mostrar o rosto - estas são apenas algumas formas de opressão com que as mulheres muçulmanas ainda são tiranizadas no Oriente Médio. Num depoimento contundente, uma autêntica princesa da Casa Real Saldita revela, sob risco de vida, a intimidade dessa terra fechada, onde o respeito aos direitos e à qualidade de vida das mulheres continua lhes sendo negado. Uma terra onde ainda imperam os homens, o sexo e o dinheiro.","{'autor': 'Desconhecido', 'isbn': '8571233179', 'editora': 'Best Seller'}"
"Filhas da Princesa, As",2004,[],,0,,"Este livro conta a história dramática das duas filhas adolescentes da família real da Arábia Saudita, narrada por sua própria mãe a princesa Sultana, que descreve as desesperadas reações das jovens Maha e Amani, sufocadas por um ambiente hostil e restritivo. Transitando por cenários exóticos e opulentos, vivendo em um mundo de ostentação, mãe e filhas tentam escapar da tragédia que traga aquelas que ousam desejar a liberdade.","{'autor': 'Desconhecido', 'isbn': '8571238863', 'editora': 'Best Seller'}"
Princesa Sultana,2004,[],,0,,"Impressionante e comovente, este volume completa a Trilogia da Princesa, em que a escritora Jean P. Sasson registra o depoimento de uma nobre árabe que se esconde sob o pseudônimo de Sultana. Os nomes dos protagonistas da história foram trocados, mas os acontecimentos são rigorosamente reais, revelando as atrocidades cometidas contra as mulheres sob o olhar complacente do clero e das autoridades políticas da Arábia Saudita. Aqui Sultana revê um momento decisivo de sua vida, quando quase sucumbiu à depressão e ao alcoolismo. Ao seu redor, desenrolavam-se situações dramáticas: entre muitos outros acontecimentos, ela vê sua sobrinha ser dada em casamento a um homem de sórdido passado; descobre que o primo mantém adolescentes presas num harém; assiste à brutal execução de duas mulheres sob acusações levianas. Cenas de horror como essas acabam por arrancar a Princesa Sultana do torpor e a fazem assumir seu compromisso pela dignidade feminina no mundo árabe - um papel que ela desempenha corajosamente até os dias de hoje.","{'autor': 'Desconhecido', 'isbn': '8571239096', 'editora': 'Best Seller'}"
"Ignorância, A",2002,[],,0,,"Irena reencontra Josef por acaso no aeroporto de Paris. Ambos viajam de volta a Praga, reerguida segundo as regras capitalistas depois da queda dos regimes comunistas do Leste Europeu, em 1989. Em comum, eles têm uma história de exílio e um sentimento profundamente nostálgico em relação à paisagem tcheca. Neste romance sobre a memória, Milan Kundera subverte a noção de nostalgia. O escritor relembra a etimologia da palavra, que em sua origem grega remete ao ""sofrimento causado pelo desejo irrealizado de retornar"". Esse sentimento liga-se também à ignorância; só há nostalgia daquilo de que não temos mais notícia. Como afirma o narrador, ""acaso"" é um outro modo de dizer ""destino"". O fascínio que as coincidências e os pequenos retornos exercem é aquele da consciência do presente e de sua ligação com o passado. Na memória, os acasos se harmonizam e ganham beleza.","{'autor': 'Desconhecido', 'isbn': '8535902325', 'editora': 'Companhia das Letras'}"
"Sonho Dentro de Mim, Um",2003,[],,0,,"Aos 17 anos, Ana engravida de Rubinho e os dois resolvem se casar. Para espanto e desespero de Ana, o rapaz comete suicídio. Ela descobre que ele era aidético e pode tê-la contaminado e ao bebê. No começo, Ana se isola, mas aos poucos as amigas a visitam e solidarizam-se a ela. Ana descobre também um grupo de apoio aos portadores do vírus da AIDS e encontra mais solidariedade e mas amigos. O nenê nasce e, um ano depois, descobre-se que ele não tem o vírus da AIDS. Ana continua levando a vida com otimismo.","{'autor': 'Desconhecido', 'isbn': '8516035360', 'editora': 'Moderna'}"
A Harmonia Do Mundo,2006,[],,0,https://covers.openlibrary.org/b/id/13779817-L.jpg,"Afirmar hoje que a órbita dos planetas descreve uma elipse ou que seu movimento não é uniforme não é nenhuma novidade - é apenas enunciar duas leis básicas da astronomia moderna. Não era bem assim na época em que Johannes Kepler (1571-1630) fez suas descobertas. Numa Europa convulsionada pelos conflitos da Contra-Reforma, o melhor era não proclamar nada em voz alta, mesmo que décadas antes Copérnico já tivesse previsto que a terra girava em torno do Sol. Recém-ingredado na Universidade de Tübingen, o então modesto estudante de teologia Johannes Kepler decidiu se lançar à perigosa tarefa de comprovar a descoberta de Copérnico. Tinha a seu lado o mestre e mentor Michael Maestlin (1550-1631), um dos astrônomos mais talentosos da época. Quatro décadas mais tarde, octogenário e angustiado por não ter dado ao pupilo o apoio de que necessitava, Maestlin relembra a atribulada trajetória pessoal e intelectual de Kepler. Misturando reminiscências do mestre aos diários que Kepler lhe enviou pouco antes de morrer, este belo romance histórico reconstrói a trajetória de um pesquisador determinado, rumo a uma nova astronomia e a sua obra-prima, A Harmonia do Mundo - síntese do conhecimento humano com que Kepler pretendeu demonstrar a perfeição da obra divina, da geometria a música, da astrologia a astronomia. Para escrever o romance, Marcelo Gleiser realizou extensa pesquisa em busca de documentos e manuscritos originais. ""Segui os passos de Kepler por três semanas: Alemanha, Áustria e Republica Tcheca. Sentei na mesa em que ele sentava, li o livro que ele estava lendo. Tenho a correspondência trocada entre Kepler e Maestlin. Li toneladas de coisas. Tentei encamar a vida dele"" resume Gleiser.","{'autor': 'Marcelo Gleiser', 'isbn': '8535908897', 'editora': 'Companhia das Letras'}"
Linha do Tempo,2000,[],,0,,"Em Linha do tempo, o autor parte destas formulações rigorosamente científicas para construir o que fez em O parque dos dinossauros: gente deste século ""viajando"" ao século XIV para uma tremenda aventura. Um gênio não muito escrupuloso nem muito prudente monta o computador quântico e graças a ele consegue programar viagens ao ""universo paralelo"" medieval. Um professor de História faz a viagem, é aprisionado no século XIV e o gênio manda uma equipe de universitários para resgatá-lo. São todos envolvidos numa guerra medieval, com todos os seus horrores. A partir daí, Crichton costura uma aventura bem ao seu estilo — um ritmo de enlouquecer, episódios de arrepiar. Só para dar idéia: valendo-se apenas dos seus conhecimentos de História, Marek, o herói do grupo, enfrenta e vence dois cavaleiros superfortes e supertreinados. Michael Crichton traz agora uma aventura que combina a ciência do futuro – o campo emergente da tecnologia quântica – com as realidades complexas do passado medieval. Numa narrativa de tirar o fôlego , este livro leva o leitor a um reino de suspense e perigos inesperados, subvertendo nossas concepções básicas do que é possível.","{'autor': 'Desconhecido', 'isbn': '8532511392', 'editora': 'Rocco'}"
"Conhecimento Secreto, O",2001,[],,0,https://covers.openlibrary.org/b/id/4920940-L.jpg,"Recentemente, o célebre artista inglês David Hockney fez algo extraordinários - parou de pintar. Ele foi mordido pelo desejo de descobrir como os artistas do passado conseguiram representar o mundo a sua volta de maneira tão vívida e precisa. Por ter sido frequentemente confrontado com problemas técnicos similares, ele se perguntou - como faziam? . A seguir, Hockney sacrificou, por dois anos, sua própria rotina como artista para desvendar esse caminho misterioso, rastreando obsessivamente os segredos dos antigos mestres. À medida que estas investigações se tornavam conhecidas, suas sensacionais descobertas viraram manchete pelo mundo afora, chamando a atenção da mídia e provocando debates entre importântes cientistas, historiadores da arte e diretores de museus. Com um lançamento simultâneo em vários países, entre os quais o Brasil, Hockney narra, pela primeira vez, a história de sua pesquisa. Neste livro, ele explica de que forma trabalhou, juntando provas científicas e visuais. Ajudado por seu olho de artista, ele examina pedras de toque da história da arte e mostra como artista do porte de Carravaggio, Velázques, Van Eyck, Holbein, Leonardo e Ingres usaram os espelhos e as lentes para ajudá-los na criação de suas obras-primas.","{'autor': 'Desconhecido', 'isbn': '8575030671', 'editora': 'EDUSP'}"
A Ditadura da Beleza e a Revoluçao das Mulheres,2005,[],,0,,"Com mais de 2 milhões de livros vendidos no Brasil, Augusto Cury retrata neste romance o cotidiano de mulheres que sofrem caladas as conseqüências de uma cruel realidade do mundo moderno: a ditadura da beleza. Apoiando-se em sua vasta experiência como psiquiatra e pesquisador, Cury dá um grito de alerta contra essa forma de opressão que vem deixando mulheres, adolescentes e até crianças tristes, frustradas e doentes. Influenciadas pela mídia e preocupadas em corresponder aos inatingíveis padrões de beleza que são apresentados, milhares de mulheres mutilam sua auto-estima - e, muitas vezes, seus corpos - em busca da aceitação social e do desejo de se tornarem iguais às modelos que brilham nas passarelas, na TV e nas capas de revistas. Ao tratar de um tema tão atual, este livro faz com que o leitor se identifique imediatamente com os personagens e sua luta por uma vida mais plena, em que cada pessoa se sinta livre para ser o que é, sem se envergonhar de sua aparência e sem se comparar a ninguém","{'autor': 'Desconhecido', 'isbn': '9788575421987', 'editora': 'Sextante'}"
Fase Terminal,1998,[],,0,,"Teto, Kika e Caco. Três jovens da classe média alta, que buscam no perigo e na violência uma razão para viver. Os três amigos descobrem uma outra realidade ao conhecerem Vado, um office-boy que trabalha para sobreviver e está com AIDS. Quais transformações sofrerão com a morte de Vado?","{'autor': 'Desconhecido', 'isbn': '8532216579', 'editora': 'FTD'}"
Trezentos Parafusos a Menos,2000,[],,0,,"O pai de Tatiana tem alguns parafusos a menos, mas ela não sabia que eram tantos assim. Seu Luiz é um homem sistemático que nunca come pizza, não atende telefone e vai ao banheiro sempre na mesmíssima hora. Essa rotina metódica só muda quando ele recebe uma carta de meter medo: uma intimação para comparecer à Justiça. Logo imaginou que ia parar na prisão. Mas ele volta do fórum com uma expressão diferente do medo. Risonho, declara que parou de trabalhar. Tinha recebido uma notícia fabulosa, que revira completamente a vida da família. E passa a cultivar novos hobbies: plantar uma minifloresta amazônica no quintal, fazer treinamento para virar estátua... Dona Ruth, a mãe de Tatiana, também vê vantagens no furacão que domina a casa. Sem saber o que pensar, a menina só se preocupa, ri ou coça a cabeça. Os sonhos mais secretos da família transbordam por todo lado - e Tatiana terá lições preciosas sobre os adultos e as escolhas que fazemos na vida. Uma história sensível e divertida, por um autor premiado, com mais de oitenta livros publicados, entre eles Aviãozinho de papel (1994), A outra enciclopédia canina (1997), Lúcio vira bicho (1998) e Uma velhinha de óculos, chinelos e vestido azul de bolinha (1998) - todos esses pela Companhia das Letrinhas.","{'autor': 'Desconhecido', 'isbn': '8574061298', 'editora': 'Companhia das Letrinhas'}"
Jornal nacional,2004,"['Television broadcasting of news', 'Jornal nacional (Television program)']",,0,,"Há 35 anos, todas as noites, sete em cada dez aparelhos de televisão ligados sintonizam o Jornal Nacional, da TV Globo. A única explicação para isso é a confiança que os brasileiros têm nas informações que o JN lhes transmite diariamente. Em uma palavra, a razão do sucesso é a qualidade. ""Jornal Nacional: A Notícia Faz História"" traça a história viva do Jornal Nacional, passando em revista os momentos que marcaram o telejornal nesses 35 anos. Não apenas os melhores momentos, mas todos os momentos, inclusive os mais polêmicos. Tendo como matéria-prima mais de mil horas de entrevistas, centenas de scripts de programas antigos e todo o acervo de imagem do Centro de Documentação da TV Globo, esse livro é a história contada por seus protagonistas - uma perspectiva muito diferente da utilizada por outros estudos sobre a televisão e seus programas.","{'autor': 'Projeto Memória das Organizações Globo (Brazil)', 'isbn': '8571108102', 'editora': 'Jorge Zahar Editor'}"
"Andarilho das Estrelas, O",2004,[],,0,,"No começo do século XX, saíram contrabandeados da penitenciária de San Quentin, nos Estados Unidos, manuscritos de um ex-detento que permaneceu na solitária por oito anos até ser enforcado. Este seria um fato comum, não fosse o incrível conteúdo dos relatos, que foram produzidos de maneira inusitada - após o prisioneiro submeter-se à auto-hipnose e entrar em estado alterado de consciência, por meio do qual era capaz de vivenciar experiências de vidas passadas. Danell Standing, um professor de Agronomia que matou um colega de faculdade, aprendeu essa técnica dentro da prisão, em princípio para escapar das terríveis dores que lhe causavam a tortura da camisa-de-força, onde ele era obrigado a ficar até cem horas ininterruptas. Depois, para recuperar mais detalhes das longínquas existências que lhe eram proporcionadas a cada novo ""desdobramento astral"". Em suas memórias, ele deixou registrado um relato que nos chama atenção porque as provas dessa sua existência encontram-se expostas hoje no Museu da Filadélfia. Embora fosse um cético, Jack London, mestre norte-americano da ficção, absorveu a rica experiência de Danell Standing e se propôs a narrar um dos mais instigantes e envolventes romances de todos os tempos, ""O Andarilho das Estrelas"", que retoma a visão de mundo de grandes sábios e filósofos que a humanidade produziu.","{'autor': 'Desconhecido', 'isbn': '8576180197', 'editora': 'Editora do Conhecimento'}"
To Kill a Mockingbird,2006,"['fiction', 'fiction classics', 'contemporary fiction', 'racial segregation', 'mob mentality']",,0,https://covers.openlibrary.org/b/id/12775781-L.jpg,"Um livro emblemático sobre racismo e injustiça: a história de um advogado que defende um homem negro acusado de estuprar uma mulher branca nos Estados Unidos dos anos 1930 e enfrenta represálias da comunidade racista. O livro é narrado pela sensível Scout, filha do advogado. Uma história atemporal sobre tolerância, perda da inocência e conceito de justiça. O sol é para todos, com seu texto forte, cômico e sutil (The New Yorker) se tornou um clássico para todas as idades e gerações.","{'autor': 'Harper Lee', 'isbn': '9788503009492', 'editora': 'José Olympio'}"
O Sol Tambem Se Levanta,2001,[],,0,https://covers.openlibrary.org/b/id/14068630-L.jpg,"O Sol Também se Levanta retrata o cotidiano de um grupo de expatriados boêmios, ingleses e norte-americanos, após o término da Primeira Guerra Mundial. Os cenários escolhidos para o romance foram as cidades de Paris e Pamplona, durante o Festival de San Firmin. O norte-americano Jacob Barnes é o protagonista e narrador da história. Conhecido como Jake, ele trabalha como repórter em Paris. Jake volta impotente da guerra e acaba se apaixonando por Lady Brett Ashley, mulher de personalidade fútil, que trata os homens como simples objeto e envolve-se com vários deles, apesar de ser comprometida. Para O Sol Também se Levanta Hemingway criou tipos humanos complexos, representando assim uma geração contaminada pela ironia e pelo vazio diante da vida, com seus valores morais destruídos pela guerra e irremediavelmente perdidos. Temas como a solidão e a morte, os preferidos do escritor, são explorados de forma brilhante. Escrito originalmente em 1926 e publicado em 1927, foi o primeiro romance de Ernest Hemingway, sendo considerado, por muitos, como sua obra mais refinada em termos de técnica literária.","{'autor': 'Ernest Hemingway', 'isbn': '8528608042', 'editora': 'Bertrand'}"
Soy contra capas de revistas,2000,"['Bombril (Firm)', 'Advertising', 'Soap']",,0,,"Livro com selo da Negócio Editora, 172 páginas ilustradas, destacando o ""case"" do garoto Bombril, as suas origens, a importância do personagem como quebra de paradigmas, a sua inclusão no livro dos recordes, repercussão das campanhas no Brasil e no mundo. Reproduz inúmeros anúncios de última capa publicados em revistas.","{'autor': 'Desconhecido', 'isbn': '8586014478', 'editora': 'Negócio Editora'}"
48 Leis do Poder,2000,"['Business', 'Control (Psychology)', 'Contrôle (Psychologie)', 'Pouvoir (Morale)', 'Nonfiction']",,0,,"O livro mostra como agiram personalidades que estiveram enfronhadas no poder no decorrer da história, além de oferecer 48 estratégias para o leitor atingir as rodas do poder. O poder é um jogo. É preciso saber jogá-lo para conquistar o que se deseja na política, nos negócios, na vida pessoal e até nas relações amorosas. As 48 Leis do Poder ensinam de maneira rápida e didática como agem os grandes mestres nesta arte que envolve inteligência, perspicácia, planejamento e principalmente dissimulação. As Leis incluem, entre outras, a capacidade de esperar o momento certo para atacar, criar uma aura de mistério para confundir os inimigos, saber conquistar corações e mentes de pessoas e encobrir os atos em cortina de fumaça.","{'autor': 'Robert Greene', 'isbn': '8532510485', 'editora': 'Rocco'}"
Emprego de a A Z (Em Portuguese do Brasil),,[],,0,,"Escolher a faculdade. Conseguir o primeiro emprego. Acumular cursos de especialização. Comprovar produtividade. Driblar as intrigas. Até que é chegado o dia de criar coragem e pedir de maneira firme e direta aumento para o chefe. Se a resposta for uma sonora gargalhada, ainda não é hora de desanimar. Mas sim de ler a mais recente obra de Max Gehringer, Emprego de A a Z, que a Editora Globo acaba de colocar nas livrarias. O livro foi inspirado na série de televisão para o Fantástico, que conquistou o público pela linguagem precisa e sem maneirismos e pelo humor. Os acessos ao site do programa o tornaram recordistas entre os quadros apresentados por especialistas no programa. Foram 250 mil em um único dia. Gehringer mostra que entende mais do que de empresas. Entende de gente. E sabe identificar, com um olhar curioso, quase de antropólogo, os tipos humanos e as relações cotidianas das corporações. O leitor certamente vai reconhecer os personagens. Seja o sincero Ricardo ou o burocrático Botelho. Há Ricardos e Botelhos em todas as empresas, afinal de contas. E também os chefes que à maneira bíblica se comunicam por parábolas misteriosas. Sem contar os colegas que conseguem criticar dando a impressão que estão elogiando. O texto de Max Gehringer, no entanto, não perde em precisão e argúcia por montar esse quadro bem-humorado. Como diz o próprio autor, rir é fundamental, mas na hora certa. Isso significa que o leitor vai encontrar informações úteis para situações bastante práticas, como a maneira correta de crirar um currículo, quando e como escolher os cursos que pretende fazer, qual a hora de mudar de empresa ou mesmo de atividade. Emprego de A a Z é organizado no formato de um dicionário, no qual os temas vão surgindo pela ordem alfabética. Os tópicos vão de assédio moral e aumento até vaga e vítima. Passando pelas letras ""b"" de bonzinho e ""p"" de puxa-saco. Em cada uma delas a análise do autor vai direto ao ponto, com a experiência de quem teve toda uma vida voltada a entender o mundo corporativo por dentro.","{'autor': 'Desconhecido', 'isbn': '9788525045249', 'editora': 'Desconhecida'}"
Mulheres de aço e de flores,2008,[],,0,,"Usando a realidade para criar suas histórias, o autor Pe. Fábio de Melo adorou o formato ágil da narrativa para explorar diferentes aspectos do comportamento feminino em situações cotidianas, em diferentes frentes de atuação, como a de uma costureira que quer transformar sonhos em realidade a partir de tecidos; da atéia que não entende a relação entre velas e Deus; da louca que não quer compromissos e da mulher que relaciona culinária à vida. As mulheres sabem mais sobre isso. Elas experimentam na carne o destino de serem como Deus, em pequenas partes. Geram o mundo; embalam os destinos e entrelaçam num mesmo tecido as cores da fragilidade e da força. Elas são de aço. Elas são de flores.","{'autor': 'Fábio de Melo', 'isbn': '9788573126105', 'editora': 'Editora Gente'}"
A águia e a galinha,1997,"['Philosophical anthropology', 'Liberty']",,0,https://covers.openlibrary.org/b/id/4919109-L.jpg,"Cada um hospeda dentro de si uma águia. Sente-se portador de um projeto infinito. Quer romper os limites apertados de seu arranjo existencial. Há movimentos na política, na educação e no processo de mundialização que pretendem reduzir-nos a simples galinhas, confinadas aos limites do terreiro. Como vamos dar asas á águia, ganhar altura, integrar também a galinha e sermos heróis de nossa própria saga? Este livro sugere caminhos, mostra uma direção e projeta um sonho promissor.","{'autor': 'Leonardo Boff', 'isbn': '8532618456', 'editora': 'Editora Vozes'}"
Ines da Minha Alma,2007,"['Fiction', 'Historical fiction', 'History', 'Historia', 'Ficción']",,0,,"Inés Suárez é uma jovem e humilde costureira espanhola que embarca para o Novo Mundo em busca do marido que se foi, obcecado por seus sonhos de glória, para o outro lado do Atlântico. Ela deseja também viver uma vida de aventuras, vedada às mulheres na pacata sociedade do século XVI. Na América, Inés não encontra seu marido mas sim um grande amor: Pedro de Valdívia, com quem Inés enfrenta os riscos e as incertezas da conquista e da fundação do reino do Chile. Neste romance épico, o alento do amor concede uma trégua à rudeza, à violência e à crueldade de um momento histórico inesquecível. Através da densa narrativa de Isabel Allende confirmamos que a realidade pode ser tão surpreendente ou mais que a melhor ficção, e igualmente cativante.","{'autor': 'Isabel Allende', 'isbn': '9788528612844', 'editora': 'Bertrand Brasil'}"
Elogio da mentira,1998,"['Poisonous snakes', 'Fiction']",,0,https://covers.openlibrary.org/b/id/3760003-L.jpg,"Em meio a história de um crime cometido por um casal não muito comum - um escritor (solteiro) de livros por encomenda e uma bióloga (casada) especialista em cobras - a autora, num tom irônico, conduz o leitor a uma paródia dos contos policiais com maestria.","{'autor': 'Patrícia Melo', 'isbn': '8571647712', 'editora': 'Companhia das Letras'}"
Um Defeito De Cor,2006,"['Blacks', 'Fiction', 'History', 'Slavery', 'Race relations']",,0,https://covers.openlibrary.org/b/id/4918855-L.jpg,"Fascinante história de uma africana idosa, cega e à beira da morte, que viaja da África para o Brasil em busca do filho perdido há décadas. Ao longo da travessia, ela vai contando sua vida, marcada por mortes, estupros, violência e escravidão. Inserido em um contexto histórico importante na formação do povo brasileiro e narrado de uma maneira original e pungente, na qual os fatos históricos estão imersos no cotidiano e na vida dos personagens. Um defeito de cor, de Ana Maria Gonçalves, é um belo romance histórico, de leitura voraz, que prende a atenção do leitor da primeira à última página. Uma saga brasileira que poderia ser comparada ao clássico norte-americano sobre a escravidão, Raízes.","{'autor': 'Jonathan C. Young', 'isbn': '8501071757', 'editora': 'Editora Record'}"
"Principia discordia, or, How I found goddess and what I did to her when I found her",1990,"['American wit and humor', 'Spirituality', 'Humor', 'Occultism']",,0,https://covers.openlibrary.org/b/id/786872-L.jpg,"O Principia Discordia é um texto sagrado do Discordianismo foi escrito por Gregory Hill (Malaclypse o Mais Jovem) e Kerry Thornley (Lord Omar Khayyam Ravenhurst). Foi publicado originalmente com o título de ""Principia Discordia ou Como o Oeste Era Perdido"" (do inglês Principia Discordia or How The West Was Lost) numa edição limitada de 5 cópias em 1965. O livro descreve a Sociedade Discordiana e a sua Deusa Éris, bem como o básico do Discordianismo. É característico do texto a mistura de escrita mecânica e manuscrita com clip art, carimbos e selos apropriados de outras fontes, numa possível violação das leis do copyright. Símbolos notáveis do livro incluem o Pomo da Discórdia, o pentágono, e o ""Sagrado Cao"" (do inglês ""Sacred Chao""), que se assemelha ao Taijitsu do Taoísmo, mas os dois princípios pintados são o ""Hodge"" e o ""Podge"" (que podem ser traduzidos como ""isto"" e ""aquilo"", em português); estes não são representados por pontos como o yin e yang, mas sim por uma maçã e um pentágono. Os Santos identificados incluem o Imperador Norton, Yossarian, Don Quixote e Bokonon. O Principia também introduz a palavra misteriosa fnord, mais tarde popularizada na The Illuminatus! Trilogy; a própria Trilogia é mencionada no posfácio da edição da Loompanics, editora que publicou o livro, e também nas várias introduções para as quintas versões.","{'autor': 'Malaclypse the Younger', 'isbn': '1559500409', 'editora': 'Loompanics Unlimited'}"
Groundswell,2008,"['Economic aspects', 'Online social networks', 'Information society']",,0,https://covers.openlibrary.org/b/id/2815164-L.jpg,,"{'autor': 'Charlene Li', 'isbn': '9781422125007', 'editora': 'Harvard Business School Press'}"
Antonio Carlos Jobim. Uma Biografia,,[],,0,,"Tom Jobim foi muito mais do que um dos maiores nomes da música popular de todos os tempos. Ao extraordinário compositor, músico e orquestrador, reconhecido mundialmente, somava-se uma personalidade... leia mais tão fascinante e multifacetada como sua obra. De sua atilada inteligência saíram observações definitivas sobre o Brasil e seus costumes. Assim como suas criações levaram a canção brasileira a experimentar inédita projeção internacional, angariando respeito e admiração de alguns nomes fundamentais da música. Nesta biografia completa de Antonio Carlos Jobim, seu amigo e jornalista Sérgio Cabral nos aproxima amorosamente do universo de nosso “maestro soberano”.","{'autor': 'Desconhecido', 'isbn': '9788578650117', 'editora': 'Lazuli'}"
Iaia Garcia,1998,"['Brazil in fiction', 'Fiction', 'Fiction, general', 'Brazil, fiction']",,0,https://covers.openlibrary.org/b/id/10424624-L.jpg,"Casamentos arranjados, amores proibidos e jogos de interesse compõem o enredo deste grande livro. Nele, Machado estuda os sentimentos de uma adolescente, em seu primeiro e difícil contato com o mundo das paixões adultas. Texto integral enriquecido com notas explicativas. Acompanha Suplemento de Leitura com questões dos grandes vestibulares.","{'autor': 'Machado de Assis', 'isbn': '8508045204', 'editora': 'Ática'}"
A céu aberto,1996,[],,0,https://covers.openlibrary.org/b/id/3723845-L.jpg,"O homem sente todo o peso do tédio da cidade vazia no verão, em meio aos seus encontros e desencontros amorosos.","{'autor': 'João Gilberto Noll', 'isbn': '8571645981', 'editora': 'Companhia das Letras'}"
A mão e a luva,1997,[],,0,,"O romance conta a história de Guiomar, jovem de origem humilde que, de modo frio e interesseiro, planeja ascender socialmente. Para isso, precisa controlar os impulsos do coração de forma puramente racional.","{'autor': 'Machado de Assis', 'isbn': '8525017639', 'editora': 'Globo'}"
Uma Cama Para Três,2007,[],,0,,"Bella é uma executiva de sucesso, com seus 28 anos já tem um Mercedes, só usa roupas de grife e tem uma beleza contagiante. Divide seu tempo corrido entre o trabalho, saídas em pubs com os amigos e seu marido Don. Ele já está beirando os 40 anos, mas com charme e galanteador, ambos se conheceram em uma festa e foi amor a primeira vista. Três meses depois estavam morando juntos e preparando o casamento. Um ano após se casarem Bella está com uma vontade estranha para as executivas londrinas, quer ter um filho. Com dinheiro, conforto, um belo emprego, carro e roupas poderiam fazer Bella não querer mais nada. Só que sua cabeça e corpo não param de dizer que precisa ter um filho, isto a leva a um plano estratégico que convença o marido de que um bebê seria o melhor investimento de suas vidas. Mas... o plano falha e a gravidez acontece.","{'autor': 'Carmen Reid', 'isbn': '9788528612295', 'editora': 'Editora Bertrand do Brasil'}"
Inocência,1999,[],,0,,"""Inocência"" é um marco do Romantismo e também um dos melhores exemplos de literatura regionalista, revelando detalhadamente a vida sertaneja do interior do Mato Grosso na metade do século passado. Fiel à tendência romântica, o romance possui no seu núcleo uma história de amor impossível: a jovem cabocla Inocência está prometida por seu pai ao rude sertanejo Manecão, mas apaixona-se pelo forasteiro Cirino, gerando uma série de conflitos devido ao rigoroso código de honra da época.","{'autor': 'Desconhecido', 'isbn': '8525409693', 'editora': 'L&PM'}"
"Histórias, Quadrinhas e Canções com Bichos",2004,[],,0,,"Os protagonistas de Histórias, quadrinhas e canções com bichos são animais variados: rato e rata, lobo, coelho, galinha, formiga, elefante, girafa, urso, cavalo e macaco. Ilustrados por diversos artistas, os textos do livro são feitos para rir, se emocionar e encantar. As imagens, criativas e coloridas, completam o sentido dos textos. As canções vêm acompanhadas de partituras musicais, de maneira que os leitores podem seguir a melodia de cada uma delas, todas muito conhecidas das crianças francesas, língua em que elas foram originalmente compostas. -vinte quadrinhas, cinco historias, nove canções para cantar.","{'autor': 'Desconhecido', 'isbn': '8574062081', 'editora': 'Companhia das Letrinhas'}"
Porque é Importante Sonhar,1999,[],,0,,"Este livro afirma que o sonho é a mola propulsora da realização. Basta que se acredite nele. O autor, um mágico que concretizou seu sonho infantil e também construiu uma carreira de sucesso como palestrante, pode ilustrar o ditado de que querer é poder, pois conseguiu até realizar o sonho de morar numa casa em forma de cartola. Para ele, tanto na vida pessoal quanto na profissional, a inspiração é que leva o ser humano ao empreendimento. Quem não sonha não evolui, é um ser passivo que sofre as ações alheias. Este livro pretende despertar no leitor seu sonho adormecido, descobrindo com ele o caminho para torná-lo realidade.","{'autor': 'Desconhecido', 'isbn': '8573122595', 'editora': 'Gente'}"
177 maneiras de enlouquecer uma mulher na cama,2004,"['Sex instruction for men', 'Women', 'Sexual behavior']",,0,https://covers.openlibrary.org/b/id/12684703-L.jpg,"Depois do sucesso de 203 maneiras de enlouquecer um homem na cama, de Olivia Saint-Claire, chegou a vez dos homens conhecerem as melhores e mais criativas formas de proporcionar prazer a uma mulher. São 177 dicas explícitas de Margot Saint-Loup para tornar qualquer homem, independente de aparência física, um expert em agradar as criaturas do sexo feminino. Saint-Loup escreve na introdução do livro: Minha única intenção é ajudá-lo a conhecer realmente uma mulher e indicar-lhe as mil maneiras de ganhar seu coração e o seu corpo. E é exatamente isso que ela faz:, com dicas úteis que vão desde a necessidade do homem de cuidar da sua aparência até detalhes da anatomia feminina que, incrivelmente, muitos homens não conhecem. Numa linguagem bastante explícita (sem rodeios), a autora mostra que o prazer sexual está diretamente relacionado com carinho, sentimento, respeito e companheirismo, e que as sensações - quando mútuas - são muito melhores.","{'autor': 'Margot Saint-Loup', 'isbn': '8500001712', 'editora': 'Ediouro'}"
Na Natureza Selvagem,1998,"['Adventure and adventurers', 'Travelers', 'Journeys', 'Wayfaring life', 'Hitchhiking']",,0,https://covers.openlibrary.org/b/id/13333686-L.jpg,"O corpo em decomposição de um jovem é encontrado no Alasca. A polícia descobre que se trata de um rapaz de família rica do Leste americano que largou tudo, se internou sozinho na aridez gelada e morreu de inanição. Quem era o garoto? Por que foi para o Alasca? Por que morreu? Para responder a essas e outras perguntas, Jon Krakauer refaz a trajetória de Chris McCandless, revelando a América dos que vivem à margem, pegando carona ou circulando em carros velhos, vivendo em acampamentos e cidades-fantasmas. Mergulha no mundo da cidadezinha rural, onde homens rudes bebem e conversam sobre o tempo e a colheita. Compara a história do jovem com a de outros aventureiros solitários que tiveram fim trágico. O resultado é uma narrativa envolvente, por vezes amarga, em que os sonhos da juventude se transformam em pesadelo.","{'autor': 'Jon Krakauer', 'isbn': '8571647879', 'editora': 'Companhia das Letras'}"
